mean_error,diag_var_error,real_diag_var_mean,candidate_diag_var_mean,theoretical_diag_var,candidate_minus_theoretical_diag_var,offdiag_cov_error,cov_fro_error,avg_abs_corr,w1,w2,data_dim,rho,seed,method
0.12561726570129395,0.31715303659439087,1.00738525390625,0.6902321577072144,0.6951723455104023,-0.004940187803187945,0.5087881088256836,10.03248405456543,0.018897540867328644,4.153564505744813,4.303182417695109,20,0.5,2,Best diagonal Gaussian
0.12180013209581375,0.0396973192691803,1.00738525390625,1.0153131484985352,0.6951723455104023,0.32014080298813286,0.5078540444374084,9.922218322753906,0.019169487059116364,4.517109275646292,4.655754338430469,20,0.5,2,Product marginals
0.10593782365322113,0.6110691428184509,1.0063334703445435,0.39526429772377014,0.392,0.0032642977237701265,0.8064165711402893,15.959761619567871,0.018807657063007355,3.7501472701170195,4.13543506951508,20,0.8,0,Best diagonal Gaussian
0.19013118743896484,0.579359233379364,1.0063334703445435,0.5202396512031555,0.392,0.1282396512031555,0.8057215809822083,15.955009460449219,0.019559482112526894,3.950297181874214,4.313599267971013,20,0.8,0,WGAN
0.11448650807142258,0.037887465208768845,1.0063334703445435,1.0046656131744385,0.392,0.6126656131744385,0.8056247234344482,15.714146614074707,0.017800355330109596,4.677737719049832,4.8901347384176495,20,0.8,0,Product marginals
0.09171001613140106,0.641935408115387,1.0368350744247437,0.39489972591400146,0.392,0.0028997259140014497,0.8369032740592957,16.56798553466797,0.017162147909402847,3.9364264601270844,4.320960639019288,20,0.8,1,Best diagonal Gaussian
0.3842742145061493,0.6604944467544556,1.0368350744247437,0.4259573519229889,0.392,0.033957351922988877,0.8383029103279114,16.63371467590332,0.016813192516565323,4.0101052624640205,4.408533803382455,20,0.8,1,WGAN
0.12129461765289307,0.03893893212080002,1.0368350744247437,1.0237908363342285,0.392,0.6317908363342285,0.8375258445739746,16.334999084472656,0.017174426466226578,4.760180004677799,4.999369566177265,20,0.8,1,Product marginals
0.09967347234487534,0.6177050471305847,1.0098589658737183,0.39215391874313354,0.392,0.00015391874313352982,0.8103150725364685,16.039276123046875,0.018897539004683495,3.9718771109190105,4.325143976226146,20,0.8,2,Best diagonal Gaussian
1.035030484199524,0.6079218983650208,1.0098589658737183,0.4019370973110199,0.392,0.009937097311019882,0.8107179403305054,16.072484970092773,0.01959783211350441,4.138532921410189,4.5274784284243665,20,0.8,2,WGAN
0.11370152235031128,0.035668857395648956,1.0098589658737183,1.0278332233428955,0.392,0.6358332233428955,0.808941662311554,15.779495239257812,0.017559418454766273,4.800594048691872,5.018609970579654,20,0.8,2,Product marginals
