rho,seed,product_minus_diag_w1,product_minus_diag_w2,wgan_minus_diag_w1,wgan_minus_diag_w2
0.4,5,0.08208617198745338,0.08556555850116099,0.041614947526410484,0.039698530878842675
0.4,6,0.0005335836381994974,-0.0056198014734661905,0.017741381577747184,0.008195607385557913
0.4,7,0.03026329246887899,0.0534765641361894,0.023581728884427,0.03585323180175687
0.4,8,-0.05312316685483759,-0.061238851327509725,-0.03029381192388303,-0.028780500592260394
0.4,9,0.048491905359886095,0.0707794279109345,0.0906180152405118,0.107868996336634
0.4,10,0.007571562812829835,0.0014549899308564096,-0.038822363526416104,-0.024944150427628264
0.4,11,-0.046504428922472196,-0.05022892595166617,0.013200109413589789,0.01713290761001829
0.4,12,-0.03509945823331195,-0.04539775668769336,-0.02816779165674621,-0.03818336553410018
0.4,13,-0.031579398371826994,-0.027714595932422426,0.021050552445301685,0.01279875385566942
0.4,14,0.04125061592547313,0.04407689939136905,0.01703993985230534,0.02251737247184249
0.4,15,-0.0269113297628088,-0.03213525720892285,-0.012681272647518949,-0.007718972015966108
0.4,16,0.015517836390296413,0.01313797090740182,0.01903006308503835,0.022851019210380186
0.4,17,-0.00047989369211304256,0.00487190403470994,-0.0023670271474943716,-0.014661326185499202
0.4,18,-0.030532842785172654,-0.05101264384359705,0.00043916736606824935,-0.004104413457622691
0.4,19,0.011407874241845861,0.008182313852280021,0.03910821524090058,0.05451154407336811
0.6,0,0.06924761669109974,0.060787987138121,0.02672863718534013,0.01893859038825013
0.6,1,0.06074251758470106,0.07376219604662304,-0.006709361300280325,-0.023323861435137316
0.6,2,0.03879313026425474,0.037084826616865796,0.04085088422332739,0.05693153212539809
0.6,3,-0.008021676355710827,-0.00652661820376077,-0.011727213063256858,0.005303399890697058
0.6,4,0.014907091890701663,0.008462983940518809,-0.006560280481742453,0.0014846319161277988
0.6,5,0.07545828635672724,0.08878603810317864,0.0278861077658219,0.039473272310424856
0.6,6,0.004385642095448894,-0.008635615738630253,-0.029712028633002208,-0.040207792701099476
0.6,7,-0.006465983198441938,0.005608765004634475,-0.011928890709808071,-0.02159466647763658
0.6,8,-0.045347918523089836,-0.04384583495980454,-0.02367155753420347,-0.02859003230659396
0.6,9,0.016561263533946713,-0.002910969385092943,0.039673728111611906,0.018435254978523385
0.6,10,0.03756085895237299,0.043637907267698006,0.03332492402181858,0.07493866009604555
0.6,11,0.004981131558255414,0.00763750388321921,-0.0317833672518803,-0.027996675532322546
0.6,12,-0.046753891906728906,-0.059402650428263204,-0.030227110793676015,-0.029945424451775948
0.6,13,-0.007222144695472443,-0.02214084386944737,0.06136908989273848,0.05875662509941698
0.6,14,0.0560842053740262,0.058805637711643766,0.04468549182541043,0.05751027725589469
0.6,15,0.01800952417084728,0.01418420601222281,0.032334188099572614,0.033574112121209865
0.6,16,-0.01760676950226875,-0.01973294510362511,0.007378797871785303,0.00445844947426155
0.6,17,-0.012056027126094326,-0.023557922354727423,-0.02152754291776343,-0.03540167979281572
0.6,18,0.014601163553214946,0.016193275322645695,0.03289000824048749,0.03557708967858009
0.6,19,-0.0446923270427001,-0.028375619277658082,0.023065333373069652,0.05360174781140736
0.8,0,-0.019690512978527752,-0.02478997572943964,0.023427975617743124,0.02907655256966224
0.8,1,0.06297502418425538,0.04380809858637691,0.054708396542361815,0.039243704655471445
0.8,2,-0.008253227011210784,-0.03186209294820541,-0.008730525906938902,-0.01511042738741375
0.8,3,-0.0011443122744719814,0.004380095254570948,-0.0029017401308247814,0.01673057438054626
0.8,4,-0.019908100624423386,-0.03079548452285208,0.005937479165029402,0.017338686350656385
0.8,5,0.031516126679323575,0.05545078944923876,-0.0008441184280569836,9.804007226621447e-05
0.8,6,0.06833533944131864,0.056120931346470226,0.047349419745428833,0.05137939751914711
0.8,7,0.05443548175237689,0.03873890638195743,0.051897617172444344,0.031163106821018416
0.8,8,-0.015165125361442433,-0.017423922807169423,-0.05979414338287614,-0.06870159705547163
0.8,9,0.04378261647150494,0.04573178719401094,0.05846916207207742,0.08790279352181973
0.8,10,-0.01924711130726453,-0.027063118368907402,0.0022198528065835443,-0.022562838627897097
0.8,11,0.00636703287355056,-0.01523977445886926,-0.029648640909185286,-0.042630447417088546
0.8,12,-0.014944152119993115,-0.03566123688882483,0.023654563198711842,0.022145203206346276
0.8,13,-0.0017052985007749433,-0.0154697303645015,-0.03476149079012375,-0.03560745771430418
0.8,14,0.025378111787932145,0.03726806075411593,0.03203991054589839,0.048375597821878835
0.8,15,-0.010393716794267704,-0.009865194248284137,0.03382706671054747,0.057914745362539266
0.8,16,0.012081729349672554,-0.0019294915931182821,0.0343177958783335,0.03049697642352478
0.8,17,0.03297297441588509,0.015615054790465432,-0.004506639837118298,0.013761792645072712
0.8,18,0.036097583547277434,0.045326124572764415,0.002971357145639675,-0.015173356336592225
0.8,19,0.04184996746018521,0.07579358595727381,0.06847297823048015,0.09663758512096243
